LAPSYD	PHOIBLE_REF	PHOIBLE_KEY
Levinsohn, Stephen H. 1976. The Inga Language. Mouton, The Hague & Paris.		
Levinsohn, Stephen H. 1979. Fonología del inga. In Marilyn E. Cathcart and others (eds.), Sistemas fonológicos de idiomas colombianos 4 , 65-85. Bogota: Ministerio de Gobierno. (not seen)		
Levy, Paulette. 1987. Fonología del Totonaco de Papantla, Veracruz. Universidad Nacional Autónoma de Mexico, Mexico. (has frequency data)		
Li Bing. 1996. Tungusic Vowel Harmony: Description and Analysis. Doctoral dissertation, Universiteit van Amsterdam. Holland Institute of Generative Linguistics, The Hague (?).		
Li, F-K. 1964. The phonemic system of the Tai Lu language. Bulletin of the Institute of History and Philology, Academia Sinica, vol. 35, Taipei.	Li, Fang-kuei. 1964. {The Phonemic System of the Tai Lu Language}. Taipei. Academia Sinica. 35	Li1964
Li, F.K. 1977. A Handbook of Comparative Tai. University of Hawaii Press, Honolulu.	Li, Fang-kuei. 1977. {A Handbook of Comparative Tai}. Honolulu. University of Hawaii Press	Li1977
Li, P.J-K. 1973. Rukai Structure (Special Publication 64). Institute of History and Philology, Academia Sinica, Taipei.	Li, Paul Jen-kuei. 1973. {Rukai Structure}. Taipei. Academia Sinica. [University of Hawaii at Manoa. 64	Li1973
Li, P.J-K. 1977. The Internal Relationships of Rukai. Bulletin of the Institute of History and Philology, Academia Sinica 48/1: 1-92.	Li, Paul Jen-kuei. 1977. {The Internal Relationships of Rukai}. 48. 1--92	Li1977-dru
Liccardi, M. and Grimes, J. 1968. Itonama intonation and phonemes. Linguistics 38: 36-41. (Earlier published in bilingual edition as Entonacion y Fonemas del Itonama, Notas Lingüísticas de Bolivia 3, Instituto Lingüístico de Verano, Cochabamba. 1961)		
Liccardi, Millicent R. 1983. Fonología cavineña: Palabras, grupos rítmicos y grupos fónicos. In Liccardi, Millicent R. & Elizabeth L. Camp (eds). Estudios sobre el idioma cavineña (Notas Lingûísticas de Bolivia 12) Instituto de Lingûístico de Verano, Cochabamba: 1-69. (not seen)		
Lin, Yen-Hwei. 1997. Syllabic and moraic structures in Piro. Phonology 5: 403-436.		
Lindau, Mona. 1975. Features for Vowels. UCLA Working Papers in Linguistics 30. Available at http://escholarship.org/uc/item/7gv6z0vq		
Lindsey, Geoffrey, Katrina Hayward & Andrew Haruna. 1992. Hausa glottalic consonants: A laryngographic study. Bulletin of the School of Oriental and African Studies 55: 511-527.		
Lindskoog, John N. and Brend, R. M. 1962. Cayapa phonemics. Studies in Ecuadorian Indian Languages 1. Summer Institute of Linguistics, University of Oklahoma, Norman: 31-44.		
Lindskoog, John N. and Lindskoog, Carrie A.. 1964. Vocabulario Cayapa. Instituto Lingüístico de Verano, Quito.		
Lindström, Eva. 2002. Topics in the Grammar of Kuot, a non-Austronesian Languages of New Ireland, Papua New Guinea. Ph. D. dissertation, University of Stockholm.	Lindstrom, Eva. 2002. {Topics in the Grammar of Kuot: A Non-Austronesian Language of New Ireland, Papua New Guinea}. Stockholm University	kto_lindstrom2002
Linn, Mary Sarah. 2001. A Grammar of Euchee (Yuchi). Kansas City, Kansas: University of Kansas.	Linn, Mary Sarah. 2001. {A Grammar of Euchee (Yuchi)}. University of Kansas	yuc_linn2001
Lisker, Leigh. 1957. Review of Burrow & Bhattacharya (1953). Journal of the American Oriental Society 77: 154-159.		
Llamzon, Teodoro A. 1966.Tagalog Phonology. Anthropological Linguistics 8 /1: 30-39.		
Llerena Villalobos, Rito. 2000. Elementos de Gramática y Fonologia de la Lengua Cuna. In González de Pérez, Maria Stella & Maria Luisa Rodríguez de Montes. Lenguas Indígenas de Colombia: Una Vision Descriptiva: 59-71. Instituto Caro y Cuervo, Bogotá.		
Lloret, Maria-Rosa. Oromo Phonology. 1997. In Phonologies of Asia and Africa, Volume 1. Alan S. Kaye, ed., Eisenbrauns, Winona Lake IN: 287-311		
Loeweke, Eunice and Jean May. 1964. The phonological hierarchy in Fasu. Anthropological Linguistics 7/5: 89-97.	Loeweke, Eunice; May, Jean. 1964. {The Phonological Hierarchy in Fasu}. 7. 89--97	LoewekeMay1964
Loeweke, Eunice and Jean May. 1980. General grammar of Fasu (Namo Me) Koiali. In Workpapers in Papua New Guinea Languages, 27, ed. Don Hutchsisson. Summer Institute of Linguistics, Ukarumpa: 2-122.		
Lonnet, Antoine & Marie-Claude Simeone-Senelle. 1983. Observations phonétiques et phonologiques sur les consonnes d'un dialecte mehri. Matériaux arabes et sudarabiques 1, 187-281		
Lopes, Aurise B. and Steve Parker. 1999. Aspects of Yuhup phonology. International Journal of American Linguistics 65: 324-342.		
Lopez, Manuel Antonio & Juliana Sis Iboy. 1998. Gramatica del Idioma Achi. Proyecto Lingüístico Francisco Marroquín (2nd Ed.). Antigua Guatemala.		
Loriot, J., E. Lauriault and D. Day. 1993. Diccionario Shipibo-Castellano. Ministerio de Educacion and Instituto Lingüístico de Verano, Lima.		
Losey, Wayne E. 2002. Writing Gojri: Linguistic and Sociolinguistic Constraints on a Standardized Orthography for the Gujars of South Asia. M.A. thesis, University of North Dakota. Available at http://arts-sciences.und.edu/summer-institute-of-linguistics/theses/_files/docs/2002-losey-wayne-e.pdf	Losey, Wayne E.. 2002. {Writing Gojri: Linguistic and Sociolinguistic Constraints on a Standardized Orthography for the Gujars of South Asia}. University of North Dakota	gju_losey2002
Louali, Naima & Gérard Philippson. 2004. L'accent en Siwi (berbère d'Egypte). Proc. of XXVe Journées d'Etudes sur la Parole, 325-8. Fès. http://aune.lpl.univaix.fr/jep-taln04/proceed/actes/jep2004/Louali-Philippson.pdf.		
Louwerse, Jan. 1978. A tentative phonology of Una. Irian 7: 43-90.		
Louwerse, John. 1988. The Morphosyntax of Una in Relation to Discourse Structure. Pacific Linguistics, Series B, No. 100.		
Lowe, Ivan. 1999. Nambiquara. In R. M. W. Dixon and Alexandra Y. Aikhenvald (eds.), The Amazonian Languages. Cambridge University Press, Cambridge: 268-291.		
Luckau, Stephen R. 1975. A tonal analysis of Grebo and Jabo. Ph D. dissertation, Stanford University.		
Lunt, H. G. 1973. Remarks on nasality: the case of Guarani. In S. R. Anderson (ed.), A Festschrift for Morris Halle. Holt, Rinehart and Winston, New York: 131-9.	Lunt, Horace G.. 1973. {Remarks on Nasality: The Case of Guarani}. A Festschrift for Morris Halle. New York. Holt, Rinehart and Winston. 131--139	Lunt1973
Luvsanvandan, S. 1964. The Khalkha-Mongolian phonemic system. Acta Orientalia (Academiae Scientiarum Hungaricae) 17: 175-85.	Luvsanvandan, S.. 1964. {The Khalkha-Mongolian Phonemic System}. 17. 175--185	Luvsanvandan1964
Lux, Cécile. 2011. Etude descriptive et comparative d’une langue menacée : le tetserret, langue berbère du Niger. Doctoral thesis, Université de Lyon-2.		
Lux, Cécile. 2013a. Système phonologique du tetserret, langue berbere du Niger. In Sounds and Words through the Ages: Afroasatic Studies from Turin, ed. Alessandro Mengozzi & Mauro Tosco, Edizioni dell'Orso, Alessandria: 31-54.		
Lux, Cécile. 2013b. Le tetserret, langue berbère du Niger: Description phonétique, phonologique et morphologique, dans une perspective comparative. Berber Studies Volume 38, series editor Harry Stroomer. Rüdiger Köppe, Köln. (not seen)		
Lux, David and Cindy Lux. 1996. Tone in the Noòni noun phrase: Orthographic Considerations (draft). Ministry of Scientific and Technical Research and SIL, Yaounde. Available from http://silcam.org/folder030401/page.php		
Lyman, Thomas Amis. 1974. Dictionary of Mong Njua. Mouton, The Hague.		
Lyman, Thomas Amis. 1979. A Grammar of Mong Njua (Green Miao): A Descriptive Linguistic Study. The Blue Oak Press, Sattley, CA.		
Lynch, J. 1978. A Grammar of Lenakel (Pacific Linguistics, Series B, 55). Australian National University, Canberra.	Lynch, John. 1978. {A Grammar of Lanakel}. Canberra. Australian National University. 55	Lynch1978
M. Hardman, J. Vásquez, J. D. Yapita y otros, 1988. Fonología. In AYMARA: Compendio de estructura fonológica y gramatical. Fundación Albó y Instituto de Lengua y Cultura Aymara, La Paz. Available at http://www.ilcanet.org/publicaciones/pdf/compendio/compendio_07cap3.pdf (has some frquency data from 10-minute recording)		
Ma Shice. 1984. Lahuyu gaikuang [a breif description of the Lahu language]. Minzu Yuwen 1984/3: 70-80.		
MacAulay, Donald. 1993. The Scottish Gaelic language. In: The Celtic languages. Ed. by Donald Macaulay. Cambridge: Cambridge University Press: 137–248.		
MacDonald, George & Georgetta MacDonald. 1974. Dadibi Phonology. Workpapers in Papua New Guinea Languages 4. Summer Institute of Linguistics, Ukarumpa: 129-158. (available at http://www.sil.org/pacific/png/abstract.asp?id=11552)		
MacDonald, George E. 1973. The Teberan Language Family. In K. Franklin (ed.), The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea (Pacific Linguistics, Series C, 26): 113-48.	MacDonald, G. E.. 1973. {The Teberan Language Family}. The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea. Canberra. Australian National University. 26. 113--148	MacDonald1973
MacDonald, George. 1992. Organised Phonology Data, Dadibi (Mikaru) Language [MPS] Karimui District – Chimbu Province. Summer Institute of Linguistics, Ukarumpa. (Available at http://www-01.sil.org/pacific/png/pubs/928474542418/Dadibi.pdf)		
MacEachern, M R., B. Kern and P. Ladefoged. 1997. Wari' phonetic structures. Journal of Amazonian Languages 1: 3-28. Prepublication version in UCLA Working Papers in Phonetics 93: 64-93 Available at http://escholarship.org/uc/item/84j8713p		
MacKay, Carolyn J. 1994. A sketch of Misantla Totonac phonology. International Journal of American Linguistics 60: 199–24.		
MacKay, Carolyn, J. 1999. A Grammar of Misantla Totonac. University of Utah Press, Salt Lake City.		
Macaulay, Monica & Joe Salmons. 1995. The phonology of glottalization in Mixtec. International Journal of American Linguistics 61: 38-61.		
Macaulay, Monica. 1996. A Grammar of Chalcatongo Mixtec (UCPL 127). University of California Press, Berkeley and Los Angeles. Readable online at http://www.ucpress.edu/op.php?isbn=9780520098077 (has some frequency data on vowels)		
Macdonald, Charles J-H. 2011-. Palawan-Tagalog-English Dictionary. SIL Philippines, Manila. http://www-01.sil.org/asia/Philippines/works-pal.html		
Macdonald, R. Ross. 1976. Indonesian Reference Grammar. Georgetown University Press, Washington, D. C. (not seen)		
Maddieson, Ian & Caroline Smith. 2013. The stops of Tlingit. To appear in Reports of the Survey of California and other Indian Languages.		
Maddieson, Ian and Stephen C Levinson. 0000 Personal fieldwork.		
Maddieson, Ian and Victoria B. Anderson. 1995. Some phonetic characteristics of Iaai. Proceedings of the 13th International Congress of Phonetic Sciences (Stockholm) (ed K. Elenius and P. Branderud), Volume 3: 540-543.		
Maddieson, Ian, Caroline L. Smith & Nicola Bessell. 2001. Aspects of the phonetics of Tlingit. Anthropological Linguistics 43: 135-176.		
Maddieson, Ian. 2006. Phonetic rarities. Paper presented at Conference on Rara and Rarissima, Max Planck Institute for Evolutionary Anthropology, Leipzig.		
Maddieson, Ian. 0000 Personal fieldwork		
Maddieson, Ian. 0000 Personal fieldwork.		
Madtha, W. 1984. The Christian Konkani of South Kanara (a linguistic analysis). Karnatak University, Dharwad.	Madtha, William. 1984. {The Christian Konkani of South Kanara (A Linguistic Analysis)}. Dharwad. Karnatak University	Madtha1984
Mafeni, Bernard (contributor). 1969. Isoko. In E. Dunstan (ed.), Twelve Nigerian Languages, Longmans, London: 115-124.		
Magdics, Klara. 1969. Studies in the Acoustic Characteristics of Hungarian Speech Sounds (Indiana University Publications, Uralic and Altaic Series 97). Research Center for the Linguistic Sciences, Indiana University, Bloomington, IN. --- . --- Kálmán, Béla. 1972. Hungarian historical phonology. In Loránd Benkő & Samu Imre, eds,. The Hungarian Language (Janua Linguarum, Series Practica 134). Mouton, The Hague: 49-83. (has frequency data from texts)		
Mahire Yakup & Joan A. Serneo. 2016. Acoustic correlates of lexical stress in Uyghur. Journal of the Iternational Phonetic Association 46: 61-77.		
Mainwaring, George Byers. 1876. A Grammar of the Rong (Lepcha) Language. Calcutta: Baptist Mission Press.		
Mainwaring, George Byers. 1898. Dictionary of the Lepcha language. Edited for publication by Albert Grünwedel. Unger Bros, Berlin. (Data extracted from this source is cited in Phonological Inventories of Tibeto-Burman Languages, ed Ju Namkung, 1996, STEDT, Center for Southeast Asian Studies, University of California, Berkeley: 209-210.)		
Majidi, Mohammad-Reza, and Elmar Ternes. 1999. Persian (Farsi). In Handbook of the International Phonetic Association. Cambridge University Press, Cambridge: 124-125.		
Major, Mehru Manecksha. 1979. Phonology of the Christian Goan Konkani Dialect (as spoken in Nagpur). Nagpur Vidyapeeth Mudranalaya, Nagpur.	Major, Mehru Manecksha. 1979. {Phonology of the Christian Goan Konkani Dialect (As Spoken in Nagpur)}. Nagpur. Nagpur Vidyapeeth Mudranalaya	Major1979
Malecot, André. 1963. Luiseño, a structural analysis I: Phonology. International Journal of American Linguistics 29: 89-95.	Malecot, Andr{\'{e}}. 1963. {Luiseno, a Structural Analysis 1: Phonology}. 29. 89--95	Malecot1963
Malone, Terry. 1997-8. Mora, minimal foot and segmental phonology in Chimila. Estudios de Lingüística Chibcha 16: 19-69 (not available in the on-line version of this journal)		
Malone, Terry. 2000a. Is CECIL worth the bother? Notes on Linguistics 3/1: 9-30.		
Malone, Terry. 2000b. Interpreting CECIL frames: Examples from Chimila. Notes on Linguistics 3/2: 67-100.		
Malone, Terry. 2001. Canonical long and geminate vowels in Chimila. Southwest Journal of Linguistics 20: 73-117.		
Malone, Terry. 2006. Tone and syllable structure in Chimila. International Journal of American Linguistics 72: 1-58.	Malone, Terry. 2006. Tone and Syllable Structure in Chimila. 72. 1--58	1894_Malone2006
Malone, Terry. 2010. Nasality and nasal prosody in Chimila. International Journal of American Linguistics 76: 1-41.		
Malécot, Andre. 1974. The frequency of occurrence of French phonemes and consonant clusters. Phonetica 29: 158-170.		
Manandhar, T.L. 1986. Newari-English Dictionary: Modern language of Kathmandu valley. (Anne Vergati, editor) Agam Kala Prakashan, Delhi.	Manandhar, T. L.. 1986. {Newari-English Dictionary: Modern Language of Kathmandu Valley. Edided by Anne Vergati}. Delhi. Agam Kala Prakashan	Manandhar1986
Manaster-Ramer, Alexis. 1986. Genesis of Hopi tones. International Journal of American Linguistics 52: 154–160.		
Manelis Klein, Harriet E. 2001. Toba. Lincom Europa, München & Newcastle.		
Manessy, Gabriel and Serge Sauvageot (eds). 1963. Wolof et Serer: Etudes de Phonetique et de Grammaire Descriptive. Universite de Dakar, Dakar.		
Manley, T. M. 1972. Outline of Sre Structure (Oceanic Linguistics Special Publications 12). University of Hawaii Press, Honolulu. (Published version of Ph. D. dissertation, University of Hawaii, available at http://scholarspace.manoa.hawaii.edu/bitstream/handle/10125/11712/uhm_phd_7200292_r.pdf?sequence=2		
Mansen, R. 1967. Guajiro phonemes. Phonemic Systems of Colombian Languages. Summer Institute of Linguistics Publications in Linguistics 14.		
Manus, Phyllis. 1977 Notas sobre la fonologia del idioma Urarina. Datos Etnolingüisticos 53, Instituto Lingüistico del Verano, Lima. Available online at http://www.sil.org/americas/peru/show_work.asp?id=52335		
Margery Peña, Enrique. 1996. Fonologîa del Bocotá de Chiriquî. Estudios de Lingüística Chibcha 15: 7-26.		
Maring, Joel. 1967. Grammar of Acoma Keresan. Ph D. dissertation, University of Indiana.		
Marinova, M. & A. Maroniov. 1984. Belezhki i materiali. Bulgarski Ezik 14: 173-179. (Has frequency data)		
Marlett, Stephen A. 1984. Compendio del idioma seri. Anales de Antropolog´ia (Mexico) 21: 257-279. Available at http://www.lengamer.org/admin/language_folders/seri/user_uploaded_files/links/File/bibliografia_seri/Lengua_(general)_files/Compendio1984.pdf		
Marlett, Stephen A. 1988. The syllable structure of Seri. International Journal of American Linguistics 54: 245-278.		
Marlett, Stephen A. and Rittma Urquía Sebastián. 2008. Illustrations of the IPA: Yine. Journal of the International Phonetic Association 38(3): 365-369.		
Marlett, Stephen A., F. Xavier Moreno Herrera & Genaro G. Herrera Astorga. 2005. Illustrations of the IPA: Seri. Journal of the International Phonetic Association 35(1): 117-1	Marlett, Stephen A.. 2005. {Illustrations of the IPA: Seri}. Cambridge University Press. 35. 117--121	sei_marlett_etal2005
Martin, S.E. 1951. Korean Phonemics. Language 27: 519-33.	Martin, Samuel E.. 1951. {Korean Phonemics}. 27. 519--533	Martin1951
Martin, S.E. 1952. Morphophonemics of Standard Colloquial Japanese (Language Dissertation 47). Linguistic Society of America, Baltimore.	Martin, Samuel E.. 1952. {Morphophonemics of Standard Colloquial Japanese}. Baltimore. Linguistic Society of America. 47	Martin1952
Martin, S.E. 1954. Korean Morphophonemics. Linguistic Society of America, Baltimore.	Martin, Samuel E.. 1954. {Korean Morphophonemics}. Baltimore. Waverly Press	Martin1954
Martin, S.E. and Lee, Y-S.C. 1969. Beginning Korean. Yale University Press, New Haven.	Martin, Samuel E.; Lee, Young-Sook C.. 1969. {Beginning Korean}. New Haven. Yale University Press	MartinLee1969
Martinez-Celdrán, Eugenio, Ana Maria Fernández-Planas and Josefina Carrera-Sabaté. 2003. Illustrations of the IPA: Castilian Spansi. Journal of the International Phonetic Association 33: 255-259.	Mart{\'\i}nez-Celdr{\'a}n, Eugenio; Fern{\'a}ndez-Planas, Ana Ma.. 2003. Illustrations of the IPA: Castilian Spanish. Cambridge University Press. 33. 255--259	spa_martinez-celdra2003
Martirena de Gasquet, Ana María. 1977. Fonologia de la lengua Toba. VICUS Cuadernos, Lingüistica 1: 61-92.		
Martín, Hermina Eusebia. 1969. Bosquejo de Estructura de la Lengua Aymara: Fonología, Morfología. Faculdad de Filosofia y Letras, Universidad de Buenos Aires.		
Maslova, Elena. 1998. A Grammar of Kolyma Yukaghir. Ph. D. dissertation, University of Bielefeld. Published version 2003, Walter de Gruyter, Berlin.	"Maslova, Elena. 1998. A grammar of Kolyma Yukaghir. Bielefeld. Universit{\""a}t Bielefeld. xvi+710"	103697
Maslova, Elena. 2003. Tundra Yukaghir. Lincom Europa, München.	Maslova, Elena. 2003. Tundra Yukaghir. Lincom Europa. 372	maslova2003tundra
Matisoff, J.A. 1973. The Grammar of Lahu. University of California Press, Berkeley and Los Angeles.	Matisoff, James A.. 1973. The Grammar of Lahu. (University of California publications in linguistics, 75.) Berkeley &Los Angeles. Berkeley and Los Angeles: University of California Press. 75. li+673	16137
Matisoff, J.A. 1988. The Dictionary of Lahu. University of California Press, Berkeley and Los Angeles.		
Matsushita, Shuji. 1984. A preliminary sketch of Kadugli vocabulary 1) Nouns, numerals, and adjectives. In M. Tomikawa, ed, Sudan-Sahel Studies 1. Institute for the Study of Languages and Cultures of Asia and Africa, Tokyo University of Foreign Studies, Tokyo: 15-73.		
Matteson, Esther and Kenneth L. Pike.1958. Non-phonemic transition vocoids in Piro (Arawak). Miscellanea Phonetica III. International Phonetic Association, London: 22-30.		
Matteson, Esther. 1954. Piro phonemes and morphology. Kroeber Anthropological Society Papers 11: 17-59. (not seen)		
Matthews, David. 1984. A Course in Nepali. School of Oriental and African Studies, London.		
Mattéi Muller, Marie-Claude. 1994. Diccionario Ilustrado Panare-Español, indice Español-Panare. Comisión Nacional Quinto Centenario, Caracas. (not seen)		
May, Jean. 1992. Organised Phonology Data: Fasu (Namo Me, Faso, Kaipu, Lake Kutubu). SIL Papua New Guinea, Ukarumpa. Available at http://www.sil.org/pacific/png/pubs/9284742482/Fasu.pdf		
May, Kevin R. 1997. A study of the Nimboran language: Phonology, morphology, and phrase structure. M.A. thesis. La Trobe University, School of Languages, Cultures and Linguistics. (not seen)		
May, Kevin R. and Wendy May. 1981. Nimboran phonology revisited. Irian 9(1): 9-32.		
McConnel, Ursula H. 1945. Wikmunkan phonetics. Oceania 15/4: 353-375.	McConnel, U. H.. 1945. {Wikmunkan Phonetics}. 15. 353--375	McConnel1945
McCrary, Kristie Marie. 2004. Reassessing the role of the syllable in Italian Phonology. Ph D. dissertation. University of California, Los Angeles. Available at http://www.linguistics.ucla.edu/general/Dissertations/McCrary_Diss_UCLA2004.pdf		
McDonough, Joyce & Peter Ladefoged. 1993. Navajo stops. UCLA Working Papers in Phonetics 84: 151-164.		
McDonough, Joyce. 2003. The Navajo Sound System. Kluwer, Dordrecht.		
McElhanon, Keneth A. 1970a. Selepet Phonology (Pacific Linguistics, Series B, 14). Australian National University, Canberra. (has frequency data from text)		
McElhanon, Keneth A. 1970b. Stops and fricatives: non-unique solutions in Selepet. Linguistics 60: 49-62.	McElhanon, Kenneth A.. 1970. {Stops and Fricatives: Non-unique Solutions in Selepet}. 60. 49--62	McElhanon1970b
McGregor, William B. 1993. Gunin/Kwini. Lincom Europa, München & Newcastle.	"McGregor, William. 1993. Gunin/Kwini. M{\""u}nchen. Lincom. 11. 61"	5187
McGregor, William G. 1994. Warrwa. Lincom Europa, München & Newcastle.		
McGregor, William. 1990. A Functional Grammar of Gooniyandi. Amsterdam: John Benjamins. (Has some tables of phoneme frequencies, but of root-initial, root-final, etc, not aggregate)	McGregor, William. 1990. A Functional Grammar of Gooniyandi. Amsterdam/Philadelphia. Amsterdam: John Benjamins. 22. 618	98977
McKay, Graham. 2000. Ndjébbana. In R.M.W. Dixon & B. J. Blake, eds, Handbook of Australian Languages, Volume 5, Oxford University Press, Oxford: 154-354. (has some frequency counts of word-initial and word-final segments)		
McLean Cornelio, Melba E. & Miguel Urbino. 2005. Diccionario trilingüe : miskitu-sumu/mayangna-español : sumu/mayangna-miskitu-español : español-miskitu-sumu/mayangna. Centro de Investigación y Documentación de la Costa Atlántica (CIDCA). (not seen - at UNM)		
McLean Cornelio, Melba E. 1996. Diccionario panamahka: Sumo-español-sumo. Centro de Investigación y Documentación de la Costa Atlántica (CIDCA). (not seen)		
McLendon, Sally. 1973. Proto-Pomo (University of California Publications in Linguistics 71). University of California Press, Berkeley & Los Angeles.		
McLeod, Ruth & Valerie Mitchell. 2003. Aspectos da Língua Xavante. SIL publications, Cuiabá, MT. (Electronic version with sound files)		
McLeod, Ruth. 1974. Fonemas xavánte. Série Lingüística 3: 131-52. (SIL, Brasil)		
McNaughton, Alan Ross. 1976. Taz Selkup : the phonology and morphology of the verb. Ph. D. dissertation. Columbia University, New York.		
McQuown, Norman A. 1945. Fonémica del Cuitlateco. El México Antiguo 5: 305-307.		
McQuown, Norman A. 1984. A sketch of San Luis Potosí Huastec. In Munro S, Edmonson, ed., Supplement to the Handbook of Middle American Indians, Volume 2, Linguistics: 83-142. University of Texas Press, Austin.		
Mchombo, Sam. 2005. The Syntax of Chichewa. Cambridge University Press, Cambridge.		
Meira, Sérgio. 1998. Rhythmic Stress in Tiriyó (Cariban).International Journal of American Linguistics 64: 352-378.		
Meira, Sérgio. 1999. A Grammar of Tiriyó. Ph D. Thesis, Rice University, Houston TX. (has frequency data from word list and text sample)	Meira, S{\'e}rgio. 1999. A Grammar of Tiriy{\'o}. Rice University	1884_Meira1999
Meland, Douglas and Doris Meland. 1967. Fulni-ô (Yathe) phonology statement. Arquivo Linguístico No 25. Summer Institute of Linguistics, Brasília.		
Meland, Douglas and Doris Meland. 2010. Phonemic statement of the Fulniô language, preliminary version. Associação Internacional de Linguística-SIL Brasil, Anápolis. Modified version of Meland & Meland 1967, available online at http://www-01.sil.org/americas/BRASIL/publcns/ling/FLPhonem.pdf		
Merlan, Francesca. 1982 [1989]. Mangarayi. North-Holland, Amsterdam. Republished 1989 by Routledge, London.		
Merlan, Francesca. 1994. Wardaman. Berlin: Mouton de Gruyter.	Merlan, Francesca C.. 1994. A Grammar of Wardaman: A Language of the Northern territory of Australia. Berlin, New York. Berlin: Mouton de Gruyter. 11. xvi+617	479
Messineo, Cristina (2003). Lengua toba (guaycurú): aspectos gramaticales y discursivos. Lincom Europa, München.		
Metcalfe, C.D. 1971. A tentative statement of the Bardi aboriginal language. Papers on the Languages of Australian Aboriginals (Australian Aboriginal Studies 38): 82-92.	Metcalfe, C. D.. 1971. {A Tentative Phonetic Statement of the Bardi Language}. Canberra. Australian Institute of Aboriginal and Torres Strait Islander Studies (AIATSIS). 38. 82--92	Metcalfe1971
Michael, Lev, Stephanie Farmer, Greg Finley, Christine Beier, & Karina Sullón Acosta. 2013. A sketch of Muniche segmental and prosodic phonology. International Journal of American Linguistics 79: 307-347.	Michael, Lev; Farmer, Stephanie; Finley, Gregory; Beier, Christine; Acosta, Karina Sull{\'o}n. 2013. A sketch of Muniche segmental and prosodic phonology. 79. 307--347	1933_Lev_etal2013
Michelson, Karen. 1988. A Comparative Study of Lake Iroquoian Accent. Kluwer, Dordrecht.		
Miller, Wick R. 1966. Acoma Grammar and Texts. UCPL 40 University of California Press, Berkeley and Los Angeles.	Miller, Wick R.. 1966. {Acoma Grammar and Texts}. Berkeley / Los Angeles. University of California Press. 40	Miller1966
Minor, Eugene E. 1956. Witoto vowel clusters. International Journal of American Linguistics 22: 131-137.		
Minor, Eugene E., Dorothy Minor and collaborators. 1982. Grammatica Pedagogica Huitoto. Lomalinda, Colombia: Instituto de Lingüístico de Verano. (Minica dialect).		
Miranda, Rocky V. 2003. Konkani. In George C. Cardona & Dhanesh Jain, eds, The Indo-Aryan Languages. Routledge, London: 729-765.		
Mitchell, Rod. 2015. Ngalmun Lagaw Yangukudu. In I. J. McNiven & G. Hitchcock (eds), Goemulgaw Lagal: Cultural and Natural Histories of the Island of Mabuyag, Torres Strait, Part 1 (Memoirs of the Queensland Museum 8/1). Queensland Museum, South Brisbane: 323-446. Available from http://www.network.qm.qld.gov.au/About+Us/Publications/Memoirs+of+the+Queensland+Museum/892+MQM-C+Vol+8#.W_3OEC1NY3E		
Mitchell, T.F. 1962. Colloquial Arabic. English Universities Press, London.	Mitchell, T. F.. 1962. {Colloquial Arabic: The Living Language of Egypt}. London. The English Universities Press	Mitchell1962
Mithun, Marianne. 1999. Coosan.In The Native Languages of North America. Cambridge University Press, Cambridge: 396-399.		
Mithun, Marianne. 1999. The Native Languages of North America. Cambridge University Press, Cambridge.		
Mixco, Mauricio. 1997. Mandan. Lincom Europa, München & Newcastle.		
Moctezuma Zamarrón, José Luis. 2011. El sistema fonológico del Kickapoo de Coahuila analizado desde las metodologías distribucional y funcional. Instituto Nacional de Lenguas Indígenas. México D.F.		
Mongui Sanchez, J.R. 1981. La Lengua Kame.ntza: Fonética-fonología-textos. Publicaciones del Instituto Caro y Cuervo LIX, Bogota.	Mongui S{\'{a}}nchez, Jos{\'{e}} Ra{\'{u}}l. 1981. {La lengua kamentz{\'{a}}: fon{\'{e}}tica-fonolog{\'{\i}}a-fextos}. Bogot{\'{a}}. Publicaciones del Instituto Caro y Cuervo LIX	Mongui1981
Monod-Becquelin, A. 1975. La Pratique Linguistique des Indiens Trumai (Haut-Xingu, Mato Grosso, Bresil). CNRS.	Monod-Becquelin, Aurore. 1975. {La pratique linguistique des indiens trumai (Haut-Xingu, Mato Grosso, Br{\'{e}}sil)}. Paris. Centre National de la Recherche Scientifique	Trumai1975
Montes Rodriguez, María Emilia. 1994. Tonologie de la langue ticuna, langue indépendante de l'Amazonie colombienne. Ph D. Paris Diderot. (not seen)		
Montes Rodriguez, María Emilia. 2000. Fonología de la lengua Ticuna. In M. S. Gonzalez de Pérez (ed), Lenguas Indígenas de Colombia: Una Visión Descriptiva. Instituto Caro y Cuervo, Bogotá: 289-314.		
Montes, María Emilia. 2004. Lengua ticuna: resultados de fonología y mortosintaxis. Forma y Funcíon 17: 145-178.		
"Moore, Bruce R. 1966. ""Diccionario castellano-colorado, colorado-castellano."" Llacta 22: 95-221. Also published separately by Instituto Lingüístico de Verano, Quito 1966."		
"Moore, Bruce R. 1972. ""El sistema fonético del idioma colorado."" Boletín de Informaciones Científicas Nacionales (Quito)13: 72-78."	Moore, Bruce. 1972. El Sistema Fon{\'e}tico del Idioma Colorado. 72--78	1856_Moore1972
Moore, Bruce R. 1991. Patrones gramaticales del colorado (chibcha). Cuadernos Etnolingüísticos, 15. Instituto Lingüístico de Verano, Quito (not seen, but cited by Dickinson).		
