ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Marginal,Catalog,Contribution_ID
332,damana_mala1522,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,damana
333,nara_nara1262,BIPA_c_u0255,ɕ,,,,false,lapsyd,nara
334,mundari_mund1320,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,mundari
335,moxo_igna1246,BIPA_i_u0069,i,,,,false,lapsyd,moxo
336,murle_murl1244,BIPA_u_u028A,ʊ,,,,false,lapsyd,murle
337,digaro_diga1241,BIPA_e_u025B,ɛ,,,,false,lapsyd,digaro
338,mbabaram_mbab1239,BIPA_ngg_u014Bu0261,ŋɡ,,,,false,lapsyd,mbabaram
339,andoke_ando1256,BIPA_e_u0065,'e',,,,true,lapsyd,andoke
340,nyangi_nyan1313,BIPA_zj_u007Au02B2,zʲ,,,,false,lapsyd,nyangi
341,wikmunkan_wikm1247,BIPA_o_u0254,ɔ,,,,false,lapsyd,wikmunkan
342,ejagham_ejag1239,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,ejagham
344,gadsup_gads1258,BIPA_n_u006E,n,,,,false,lapsyd,gadsup
345,usan_usan1239,BIPA_t_u0074,t,,,,false,lapsyd,usan
346,georgian_nucl1302,BIPA_tsh_u0074u0320u0283u02B0,t̠ʃʰ,,,,false,lapsyd,georgian
348,rapanui_rapa1244,BIPA_n_u006E,n,,,,false,lapsyd,rapanui
349,tabasaran_taba1259,BIPA_v_u0076,v,,,,false,lapsyd,tabasaran
350,kalami_kala1373,BIPA_tsh_u0074u0320u0283u02B0,t̠ʃʰ,,,,false,lapsyd,kalami
351,paakantyisouthern_darl1243,BIPA_c_u0063,c,,,,false,lapsyd,paakantyisouthern
352,iban_iban1264,BIPA_d_u0064,d,,,,false,lapsyd,iban
353,nimboran_nucl1633,BIPA_ngg_u014Bu0261,ŋɡ,,,,false,lapsyd,nimboran
354,yine_yine1238,BIPA_r_u027E,ɾ,,,,false,lapsyd,yine
355,seri_seri1257,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,seri
356,wikmunkan_wikm1247,BIPA_e_u025B,ɛ,,,,false,lapsyd,wikmunkan
357,azerbaijaninorthern_nort2697,BIPA_dz_u0064u0320u0292,d̠ʒ,,,,false,lapsyd,azerbaijaninorthern
358,noni_noon1243,BIPA_n_u0272,ɲ,,,,false,lapsyd,noni
359,ayoreo_ayor1240,BIPA_n_u0272u0325,ɲ̥,,,,false,lapsyd,ayoreo
360,sumu_maya1285,BIPA_r_u027Eu0325,ɾ̥,,,,false,lapsyd,sumu
361,sanuma_sanu1240,BIPA_w_u0077,w,,,,false,lapsyd,sanuma
362,anguthimri_alng1239,BIPA_nd_u006Eu0064,nd,,,,false,lapsyd,anguthimri
363,tetserret_tets1235,BIPA_kh_u03C7,χ,,,,false,lapsyd,tetserret
365,hawaiian_hawa1245,BIPA_u_u0075,u,,,,false,lapsyd,hawaiian
366,havu_sabu1255,BIPA_d_u0257,ɗ,,,,false,lapsyd,havu
367,adjukru_adio1239,BIPA_l_u006C,l,,,,false,lapsyd,adjukru
368,centralnicobaresenancowrydialect_nanc1247,BIPA_v_u028B,ʋ,,,,false,lapsyd,centralnicobaresenancowrydialect
369,tulu_tulu1258,BIPA_w_u026F,ɯ,,,,false,lapsyd,tulu
370,azande_zand1248,BIPA_nd_u006Eu0064,nd,,,,false,lapsyd,azande
371,hlailauhutbaodingdialect_hlai1239,BIPA_ng_u014B,ŋ,,,,false,lapsyd,hlailauhutbaodingdialect
373,juma_juma1249,BIPA_m_u006D,m,,,,false,lapsyd,juma
374,uyghurstandarddialectofurumqi_uigh1240,BIPA_z_u0292,ʒ,,,,false,lapsyd,uyghurstandarddialectofurumqi
375,kannada_nucl1305,BIPA_l_u026D,ɭ,,,,false,lapsyd,kannada
376,german_stan1295,BIPA_e_u025B,ɛ,,,,false,lapsyd,german
377,danilowergrandvalley_lowe1415,BIPA_i_u026A,ɪ,,,,false,lapsyd,danilowergrandvalley
378,ngizim_ngiz1242,BIPA_r_u027D,ɽ,,,,false,lapsyd,ngizim
379,koromfe_koro1298,BIPA_u_u028A,ʊ,,,,false,lapsyd,koromfe
380,nandi_nand1266,BIPA_u_u028Au02D0,ʊː,,,,false,lapsyd,nandi
381,semelai_seme1247,BIPA_n_u0272,ɲ,,,,false,lapsyd,semelai
382,albaniantoskdialect_tosk1239,BIPA__u0259,ə,,,,false,lapsyd,albaniantoskdialect
383,meithei_mani1292,BIPA_dz_u0064u0324u0292u0324,d̤ʒ̤,,,,false,lapsyd,meithei
384,kuukthaayorre_thay1249,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,kuukthaayorre
385,piraha_pira1253,BIPA_i_u0069,i,,,,false,lapsyd,piraha
386,brahui_brah1256,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,brahui
387,hlailauhutbaodingdialect_hlai1239,BIPA_w_u0270,ɰ,,,,false,lapsyd,hlailauhutbaodingdialect
388,koryak_kory1246,BIPA_g_u0263,ɣ,,,,false,lapsyd,koryak
389,maricopa_mari1440,BIPA_x_u0078,x,,,,false,lapsyd,maricopa
390,seri_seri1257,BIPA_x_u0078,x,,,,false,lapsyd,seri
391,sundanese_sund1252,BIPA_m_u006D,m,,,,false,lapsyd,sundanese
392,sinhala_sinh1246,BIPA_ae_u00E6u02D0,æː,,,,false,lapsyd,sinhala
393,jacalteceastern_popt1235,BIPA_kh_u03C7,χ,,,,false,lapsyd,jacalteceastern
394,gunin_kwin1241,BIPA_l_u026D,ɭ,,,,false,lapsyd,gunin
395,kashmiri_kash1277,BIPA_o_u0254u02D0,ɔː,,,,false,lapsyd,kashmiri
396,alawa_alaw1244,BIPA_l_u006C,l,,,,false,lapsyd,alawa
397,ogbia_ogbi1239,BIPA_p_u0070,p,,,,false,lapsyd,ogbia
398,huambisa_huam1247,BIPA_n_u006E,n,,,,false,lapsyd,huambisa
399,hausa_haus1257,BIPA_e_u0065,e,,,,false,lapsyd,hausa
400,bats_bats1242,BIPA_a_u0251u02D0,ɑː,,,,false,lapsyd,bats
402,bilua_bilu1245,BIPA_p_u0070,p,,,,false,lapsyd,bilua
403,yelidnye_yele1255,BIPA_g_u0263,ɣ,,,,false,lapsyd,yelidnye
404,hanis_coos1249,BIPA__u0294,ʔ,,,,false,lapsyd,hanis
405,supyirekampwodialect_supy1237,BIPA_e_u025Bu0303,ɛ̃,,,,false,lapsyd,supyirekampwodialect
406,apalai_apal1257,BIPA_i_u0268,ɨ,,,,false,lapsyd,apalai
407,nahuatlnorthpuebla_nort2957,BIPA_e_u025B,ɛ,,,,false,lapsyd,nahuatlnorthpuebla
408,dumo_vani1248,BIPA_a_u0061,a,,,,false,lapsyd,dumo
410,eyak_eyak1241,BIPA_t_u0074u02BC,'tʼ',,,,true,lapsyd,eyak
411,uyghurstandarddialectofurumqi_uigh1240,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,uyghurstandarddialectofurumqi
412,hebrewmodernashkenazic_hebr1245,BIPA_p_u0070,p,,,,false,lapsyd,hebrewmodernashkenazic
413,tohonooodham_toho1245,BIPA_s_u0073u032A,s̪,,,,false,lapsyd,tohonooodham
414,selknamcentraldialect_onaa1245,BIPA_q_u0071u02BC,qʼ,,,,false,lapsyd,selknamcentraldialect
415,supyirekampwodialect_supy1237,BIPA_n_u006E,n,,,,false,lapsyd,supyirekampwodialect
416,adjukru_adio1239,BIPA_m_u006D,m,,,,false,lapsyd,adjukru
417,ndyuka_ndyu1242,BIPA_s_u0073,s,,,,false,lapsyd,ndyuka
418,azande_zand1248,BIPA_nz_u006Eu007A,nz,,,,false,lapsyd,azande
419,khoekhoe_nama1264,BIPA_o_u006F,o,,,,false,lapsyd,khoekhoe
420,thaistandard_thai1261,BIPA_w_u026F,ɯ,,,,false,lapsyd,thaistandard
421,bariba_baat1238,BIPA_d_u0064,d,,,,false,lapsyd,bariba
422,quagelao_qaua1234,BIPA_z_u0292,ʒ,,,,false,lapsyd,quagelao
423,yanyuwa_yany1243,BIPA_mp_u006Du0070,mp,,,,false,lapsyd,yanyuwa
424,tobati_toba1266,BIPA_b_u0062,b,,,,false,lapsyd,tobati
425,diraytata_dira1242,BIPA_u_u0075,u,,,,false,lapsyd,diraytata
426,hunzib_hunz1247,BIPA_a_u0251u0303,ɑ̃,,,,false,lapsyd,hunzib
427,mandan_mand1446,BIPA_i_u0129u02D0,ĩː,,,,false,lapsyd,mandan
428,umbundu_umbu1257,BIPA_e_u0065,e,,,,false,lapsyd,umbundu
429,arabela_arab1268,BIPA_m_u006D,m,,,,false,lapsyd,arabela
430,westmakian_west2600,BIPA_h_u0068,h,,,,false,lapsyd,westmakian
431,uyghurstandarddialectofurumqi_uigh1240,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,uyghurstandarddialectofurumqi
432,usan_usan1239,BIPA_s_u0073,s,,,,false,lapsyd,usan
433,natchez_natc1249,BIPA_s_u0283,ʃ,,,,false,lapsyd,natchez
434,bats_bats1242,BIPA_n_u006E,n,,,,false,lapsyd,bats
435,lakotateton_lako1247,BIPA_z_u0292,ʒ,,,,false,lapsyd,lakotateton
436,lawu_lawu1238,BIPA_e_u0065,e,,,,false,lapsyd,lawu
437,tabasaran_taba1259,BIPA_u_u0075u02E4,uˤ,,,,false,lapsyd,tabasaran
438,farsiwestern_west2369,BIPA_z_u007Au032A,z̪,,,,false,lapsyd,farsiwestern
440,hunzib_hunz1247,BIPA_a_u0251,ɑ,,,,false,lapsyd,hunzib
441,tonkawa_tonk1249,BIPA_o_u006F,o,,,,false,lapsyd,tonkawa
442,imonda_imon1245,BIPA_s_u0073,s,,,,false,lapsyd,imonda
443,maka_maca1260,BIPA_ts_u0074u0073u02BC,tsʼ,,,,false,lapsyd,maka
444,totonacmisantladialect_yecu1235,BIPA_j_u006A,j,,,,false,lapsyd,totonacmisantladialect
445,tzutujileasternsanjuanlalagunadialect_tzut1248,BIPA_e_u0065,e,,,,false,lapsyd,tzutujileasternsanjuanlalagunadialect
446,makah_maka1318,BIPA_n_u006E,n,,,,false,lapsyd,makah
447,epena_epen1239,BIPA_th_u0074u02B0,tʰ,,,,false,lapsyd,epena
448,iaai_iaai1238,BIPA_oe_u0153,œ,,,,false,lapsyd,iaai
449,finnish_finn1318,BIPA_i_u0069,i,,,,false,lapsyd,finnish
450,papiamentu_papi1253,BIPA_k_u006B,k,,,,false,lapsyd,papiamentu
451,sedang_seda1262,BIPA_i_u0069,i,,,,false,lapsyd,sedang
452,guambiano_guam1248,BIPA_n_u006E,n,,,,false,lapsyd,guambiano
453,wuvulu_wuvu1239,BIPA_u_u0075,u,,,,false,lapsyd,wuvulu
454,kyrgyz_kirg1245,BIPA_s_u0073,s,,,,false,lapsyd,kyrgyz
455,khamtakaledialect_taka1261,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,khamtakaledialect
456,gumuzsouthern_gumu1244,BIPA_ng_u014B,ŋ,,,,false,lapsyd,gumuzsouthern
457,mbabaram_mbab1239,BIPA_e_u025B,ɛ,,,,false,lapsyd,mbabaram
458,achirabinaldialect_achi1256,BIPA_s_u0283,ʃ,,,,false,lapsyd,achirabinaldialect
459,tangaleshongomdialect_nucl1696,BIPA_s_u0283,ʃ,,,,false,lapsyd,tangaleshongomdialect
460,jicarillaapache_jica1244,BIPA_kw_u006Bu02B7,kʷ,,,,false,lapsyd,jicarillaapache
461,navajo_nava1243,BIPA_n_u006E,n,,,,false,lapsyd,navajo
462,madibrazilbanawadialect_bana1307,BIPA_i_u0069,i,,,,false,lapsyd,madibrazilbanawadialect
463,carnicobarese_carn1240,BIPA_j_u006A,j,,,,false,lapsyd,carnicobarese
464,manange_cent1394,BIPA_tsh_u0074u0320u0283u02B0,t̠ʃʰ,,,,false,lapsyd,manange
465,phlong_pwon1235,BIPA_vw_u0076u02B7,vʷ,,,,false,lapsyd,phlong
466,ladakhidialectofleh_lada1244,BIPA_tsh_u0074u0073u02B0,tsʰ,,,,false,lapsyd,ladakhidialectofleh
467,witotomuruidialect_muru1274,BIPA_f_u0278,ɸ,,,,false,lapsyd,witotomuruidialect
468,munduruku_mund1330,BIPA__u0259u0330,ə̰,,,,false,lapsyd,munduruku
469,lepcha_lepc1244,BIPA_kh_u006Bu02B0,kʰ,,,,false,lapsyd,lepcha
470,aleuteastern_east2533,BIPA_w_u028D,ʍ,,,,false,lapsyd,aleuteastern
471,paamese_paam1238,BIPA_r_u0072,r,,,,false,lapsyd,paamese
472,tunica_tuni1252,BIPA_o_u006F,o,,,,false,lapsyd,tunica
473,sedang_seda1262,BIPA_i_u0069u0259,iə,,,,false,lapsyd,sedang
474,burmese_nucl1310,BIPA_dz_u0064u0320u0292,d̠ʒ,,,,false,lapsyd,burmese
475,midwahgi_nucl1620,BIPA_nd_u006Eu0064,nd,,,,false,lapsyd,midwahgi
476,noni_noon1243,BIPA_j_u006A,j,,,,false,lapsyd,noni
477,nivkh_gily1242,BIPA_s_u0073,s,,,,false,lapsyd,nivkh
478,jomang_talo1250,BIPA_n_u006E,n,,,,false,lapsyd,jomang
479,mofugugur_mofu1248,BIPA_ngg_u014Bu0261,ŋɡ,,,,false,lapsyd,mofugugur
480,adjukru_adio1239,BIPA_w_u0077,w,,,,false,lapsyd,adjukru
481,kashmiri_kash1277,BIPA_lj_u006Cu02B2,lʲ,,,,false,lapsyd,kashmiri
482,ndjebbana_djee1236,BIPA_k_u006B,k,,,,false,lapsyd,ndjebbana
483,kiribati_gilb1244,BIPA_o_u006F,o,,,,false,lapsyd,kiribati
484,nukunu_nugu1241,BIPA_l_u006C,l,,,,false,lapsyd,nukunu
485,khoekhoe_nama1264,BIPA_ng_u014Bu01C3,ŋǃ,,,,false,lapsyd,khoekhoe
486,ghomaraberber_ghom1257,BIPA_f_u0066,f,,,,false,lapsyd,ghomaraberber
487,toratan_rata1244,BIPA_k_u006B,k,,,,false,lapsyd,toratan
488,koasati_koas1236,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,koasati
489,ogbia_ogbi1239,BIPA_u_u028A,ʊ,,,,false,lapsyd,ogbia
490,aghem_aghe1239,BIPA__u0294,ʔ,,,,false,lapsyd,aghem
491,konkani_konk1267,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,konkani
492,yawa_nucl1454,BIPA_sj_u0073u02B2,sʲ,,,,false,lapsyd,yawa
493,tzeltalaguacatenangodialect_tzel1254,BIPA_r_u027E,ɾ,,,,false,lapsyd,tzeltalaguacatenangodialect
494,bardi_bard1255,BIPA_y_u028E,ʎ,,,,false,lapsyd,bardi
495,quagelao_qaua1234,BIPA_t_u0074,'t',,,,true,lapsyd,quagelao
497,nhanda_nhan1238,BIPA_b_u0062,b,,,,false,lapsyd,nhanda
498,mazahuacentral_cent2144,BIPA_u_u0075,u,,,,false,lapsyd,mazahuacentral
499,tunica_tuni1252,BIPA_g_u0261,ɡ,,,,false,lapsyd,tunica
500,phlong_pwon1235,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,phlong
501,nepalikathmandudialect_nepa1254,BIPA_o_u006F,o,,,,false,lapsyd,nepalikathmandudialect
502,sarygyugur_west2402,BIPA_oo_u0254u0254u0325,ɔɔ̥,,,,false,lapsyd,sarygyugur
503,khalkha_halh1238,BIPA_bj_u03B2u02B2,βʲ,,,,false,lapsyd,khalkha
504,gumuzsouthern_gumu1244,BIPA_k_u006B,k,,,,false,lapsyd,gumuzsouthern
505,kashmiri_kash1277,BIPA__u0259,ə,,,,false,lapsyd,kashmiri
506,bashkir_bash1264,BIPA_j_u006A,j,,,,false,lapsyd,bashkir
507,southeasternpomo_sout2982,BIPA_q_u0071u02BC,qʼ,,,,false,lapsyd,southeasternpomo
508,kedang_keda1252,BIPA_l_u006C,l,,,,false,lapsyd,kedang
509,zoquecopainala_copa1236,BIPA_u_u0075,u,,,,false,lapsyd,zoquecopainala
510,nung_nung1283,BIPA__u0294,ʔ,,,,false,lapsyd,nung
511,maltesestandard_malt1254,BIPA_z_u0292,ʒ,,,,false,lapsyd,maltesestandard
513,mehrimehreyyetdialect_mehr1241,BIPA_u_u0075,u,,,,false,lapsyd,mehrimehreyyetdialect
514,wari_wari1268,BIPA_j_u006A,j,,,,false,lapsyd,wari
515,garrwa_gara1269,BIPA_w_u0077,w,,,,false,lapsyd,garrwa
516,koryak_kory1246,BIPA__u0294,ʔ,,,,false,lapsyd,koryak
517,yuhup_yuhu1238,BIPA_ae_u00E6,æ,,,,false,lapsyd,yuhup
518,yulu_yulu1243,BIPA_gb_u0261u0062,ɡb,,,,false,lapsyd,yulu
519,kashmiri_kash1277,BIPA_mj_u006Du02B2,mʲ,,,,false,lapsyd,kashmiri
520,inapari_inap1243,BIPA_m_u006D,m,,,,false,lapsyd,inapari
521,yawa_nucl1454,BIPA_a_u0061,a,,,,false,lapsyd,yawa
522,ngarinyin_ngar1284,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,ngarinyin
523,anguthimri_alng1239,BIPA_b_u03B2,β,,,,false,lapsyd,anguthimri
524,bahinemo_bahi1254,BIPA_t_u0074,t,,,,false,lapsyd,bahinemo
525,urubukaapor_urub1250,BIPA_h_u0068,h,,,,false,lapsyd,urubukaapor
526,mofugugur_mofu1248,BIPA_r_u0072,r,,,,false,lapsyd,mofugugur
527,maricopa_mari1440,BIPA_a_u0061,a,,,,false,lapsyd,maricopa
528,comanche_coma1245,BIPA_h_u0068,h,,,,false,lapsyd,comanche
529,yuruti_yuru1263,BIPA_a_u0061,a,,,,false,lapsyd,yuruti
530,hausa_haus1257,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,hausa
531,sedang_seda1262,BIPA_e_u1E1Bu0303u0259u0330u0303,ḛ̃ə̰̃,,,,false,lapsyd,sedang
532,totonacpapantladialect_papa1238,BIPA_u_u0075,u,,,,false,lapsyd,totonacpapantladialect
533,xavante_xava1240,BIPA_w_u0077,w,,,,false,lapsyd,xavante
534,southeasternpomo_sout2982,BIPA_o_u0254,ɔ,,,,false,lapsyd,southeasternpomo
535,turkish_nucl1301,BIPA_j_u006A,j,,,,false,lapsyd,turkish
536,tashlhiyt_tach1250,BIPA_g_u0261,ɡ,,,,false,lapsyd,tashlhiyt
537,kuukthaayorre_thay1249,BIPA_l_u006C,l,,,,false,lapsyd,kuukthaayorre
538,amele_amel1241,BIPA_ae_u00E6,æ,,,,false,lapsyd,amele
539,baining_qaqe1238,BIPA_gw_u0263u02B7,ɣʷ,,,,false,lapsyd,baining
540,lezgian_lezg1247,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,lezgian
541,bulgarian_bulg1262,BIPA_j_u006A,j,,,,false,lapsyd,bulgarian
542,arabicmoroccan_moro1292,BIPA_r_u0281,ʁ,,,,false,lapsyd,arabicmoroccan
543,lezgian_lezg1247,BIPA_t_u0074u02BC,tʼ,,,,false,lapsyd,lezgian
544,mpur_mpur1239,BIPA_e_u0065,e,,,,false,lapsyd,mpur
546,evenki_even1259,BIPA_b_u0062,b,,,,false,lapsyd,evenki
548,tamil_tami1289,BIPA_v_u028B,ʋ,,,,false,lapsyd,tamil
549,epena_epen1239,BIPA_b_u0062,b,,,,false,lapsyd,epena
550,noon_noon1242,BIPA_e_u0065,e,,,,false,lapsyd,noon
551,mazahuacentral_cent2144,BIPA_n_u0272u0330,ɲ̰,,,,false,lapsyd,mazahuacentral
552,tetserret_tets1235,BIPA_i_u0069,i,,,,false,lapsyd,tetserret
553,cofan_cofa1242,BIPA_i_u0069,i,,,,false,lapsyd,cofan
554,quechuaimbabura_imba1240,BIPA_r_u027E,ɾ,,,,false,lapsyd,quechuaimbabura
555,tangaleshongomdialect_nucl1696,BIPA_u_u0075,u,,,,false,lapsyd,tangaleshongomdialect
556,yucuna_yucu1253,BIPA_u_u0075,u,,,,false,lapsyd,yucuna
557,westernkeres_west2632,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,westernkeres
558,comanche_coma1245,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,comanche
559,mbum_mbum1254,BIPA_s_u0073,s,,,,false,lapsyd,mbum
560,sindhi_sind1272,BIPA_d_u0256u0324,ɖ̤,,,,false,lapsyd,sindhi
561,emerillon_emer1243,BIPA_w_u0077,w,,,,false,lapsyd,emerillon
562,moxo_igna1246,BIPA_k_u006B,k,,,,false,lapsyd,moxo
563,ayoreo_ayor1240,BIPA_e_u025B,ɛ,,,,false,lapsyd,ayoreo
564,karao_kara1487,BIPA_d_u0064,d,,,,false,lapsyd,karao
565,alabama_alab1237,BIPA_i_u026A,ɪ,,,,false,lapsyd,alabama
566,xavante_xava1240,BIPA_dz_u0064u0320u0292,d̠ʒ,,,,false,lapsyd,xavante
569,slaveharedialectnorth_nort2942,BIPA_r_u027E,ɾ,,,,false,lapsyd,slaveharedialectnorth
570,igbo_nucl1417,BIPA_n_u0272,ɲ,,,,false,lapsyd,igbo
571,gojri_gnau1240,BIPA_th_u0074u032Au02B0,t̪ʰ,,,,false,lapsyd,gojri
572,maithili_mait1250,BIPA_o_u0254u0303,ɔ̃,,,,false,lapsyd,maithili
573,cuiba_cuib1242,BIPA_o_u006F,o,,,,false,lapsyd,cuiba
574,yagua_yagu1244,BIPA_pw_u0070u02B7,pʷ,,,,false,lapsyd,yagua
575,hindi_hind1269,BIPA_k_u006B,k,,,,false,lapsyd,hindi
576,sapuan_sapu1248,BIPA_h_u0068,h,,,,false,lapsyd,sapuan
577,cayuvava_cayu1262,BIPA_u_u0169,ũ,,,,false,lapsyd,cayuvava
578,kwoma_kwom1262,BIPA_s_u0283,ʃ,,,,false,lapsyd,kwoma
579,ik_ikkk1242,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,ik
580,maori_maor1246,BIPA_t_u0074,t,,,,false,lapsyd,maori
582,urubukaapor_urub1250,BIPA_u_u0169,ũ,,,,false,lapsyd,urubukaapor
584,sindhi_sind1272,BIPA__u0259,ə,,,,false,lapsyd,sindhi
585,paakantyisouthern_darl1243,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,paakantyisouthern
587,nepalikathmandudialect_nepa1254,BIPA_w_u0077,w,,,,false,lapsyd,nepalikathmandudialect
588,tiwi_tiwi1244,BIPA_m_u006D,m,,,,false,lapsyd,tiwi
589,brahui_brah1256,BIPA_d_u0256,ɖ,,,,false,lapsyd,brahui
590,pacoh_paco1243,BIPA_w_u0077u0330,w̰,,,,false,lapsyd,pacoh
591,kalalagauya_kala1377,BIPA_l_u006C,l,,,,false,lapsyd,kalalagauya
592,yagariamovedialect_yaga1260,BIPA_b_u0253,ɓ,,,,false,lapsyd,yagariamovedialect
593,bororo_boro1282,BIPA_dz_u0064u0320u0292,d̠ʒ,,,,false,lapsyd,bororo
594,kawaiisu_kawa1283,BIPA_s_u0283,ʃ,,,,false,lapsyd,kawaiisu
595,yanesha_yane1238,BIPA_p_u0070,p,,,,false,lapsyd,yanesha
596,paez_paez1247,BIPA_j_u006A,j,,,,false,lapsyd,paez
597,kiswahili_swah1253,BIPA_d_u0257,ɗ,,,,false,lapsyd,kiswahili
598,yoruba_yoru1245,BIPA_n_u006E,n,,,,false,lapsyd,yoruba
599,cowlitz_cowl1242,BIPA_m_u006Du0330,m̰,,,,false,lapsyd,cowlitz
600,malgbe_malg1250,BIPA_tth_u0074u032Au03B8u02BC,t̪θʼ,,,,false,lapsyd,malgbe
601,gaahmg_gaam1241,BIPA_f_u0066,f,,,,false,lapsyd,gaahmg
602,miskitu_misk1235,BIPA_ng_u014B,ŋ,,,,false,lapsyd,miskitu
603,igbo_nucl1417,BIPA_a_u0061,a,,,,false,lapsyd,igbo
604,dhurwa_duru1236,UNK_rr_u0072u0072,'rr',,,,true,lapsyd,dhurwa
605,urarina_urar1246,BIPA_o_u00F5u02D0,õː,,,,false,lapsyd,urarina
607,hungarian_hung1274,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,hungarian
608,kogi_cogu1240,BIPA_g_u0261,ɡ,,,,false,lapsyd,kogi
609,supyirekampwodialect_supy1237,BIPA_f_u0066,f,,,,false,lapsyd,supyirekampwodialect
611,kpelle_libe1247,BIPA_r_u027E,ɾ,,,,false,lapsyd,kpelle
612,ngizim_ngiz1242,BIPA_a_u0061,a,,,,false,lapsyd,ngizim
613,kewawestern_west2599,BIPA_m_u006D,m,,,,false,lapsyd,kewawestern
614,nkorekiga_chig1238,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,nkorekiga
615,nuxalk_bell1243,BIPA_s_u0073,s,,,,false,lapsyd,nuxalk
616,sierramiwoksouthern_sout2985,BIPA_e_u025B,ɛ,,,,false,lapsyd,sierramiwoksouthern
617,gumuzsouthern_gumu1244,BIPA_kw_u006Bu02B7,kʷ,,,,false,lapsyd,gumuzsouthern
618,ngiti_ngit1239,BIPA_nj_u0272u025F,ɲɟ,,,,false,lapsyd,ngiti
619,kpelle_libe1247,BIPA_g_u0263,ɣ,,,,false,lapsyd,kpelle
621,kolymayukaghir_sout2750,BIPA_p_u0070,p,,,,false,lapsyd,kolymayukaghir
622,ewondo_ewon1239,BIPA_s_u0073,s,,,,false,lapsyd,ewondo
623,japreria_japr1238,BIPA_r_u027A,ɺ,,,,false,lapsyd,japreria
624,eyak_eyak1241,BIPA_tsh_u0074u0073u02B0,'tsʰ',,,,true,lapsyd,eyak
625,sedang_seda1262,BIPA_u_u0169,ũ,,,,false,lapsyd,sedang
626,anguthimri_alng1239,BIPA_n_u006Eu0320,n̠,,,,false,lapsyd,anguthimri
627,supyirekampwodialect_supy1237,BIPA_i_u0069,i,,,,false,lapsyd,supyirekampwodialect
628,kwaio_kwai1243,BIPA_f_u0278,ɸ,,,,false,lapsyd,kwaio
629,northernuzbektashkentdialect_nort2690,BIPA_s_u0073,s,,,,false,lapsyd,northernuzbektashkentdialect
630,svanlowerbaldialect_lowe1397,BIPA_p_u0070,p,,,,false,lapsyd,svanlowerbaldialect
631,mixtecchalcatongowesternalta_sanm1295,BIPA_w_u0077,w,,,,false,lapsyd,mixtecchalcatongowesternalta
632,dardajudaju_dard1243,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,dardajudaju
633,yucuna_yucu1253,BIPA_m_u006D,m,,,,false,lapsyd,yucuna
634,madisouthernlokaidialect_loka1255,BIPA_o_u006F,o,,,,false,lapsyd,madisouthernlokaidialect
635,urarina_urar1246,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,urarina
636,papiamentu_papi1253,BIPA_s_u0283,ʃ,,,,false,lapsyd,papiamentu
637,muniche_muni1258,BIPA_r_u027E,ɾ,,,,false,lapsyd,muniche
638,daga_daga1275,BIPA_g_u0261,ɡ,,,,false,lapsyd,daga
639,panare_enap1235,BIPA_w_u026F,ɯ,,,,false,lapsyd,panare
641,aghem_aghe1239,BIPA_j_u006A,j,,,,false,lapsyd,aghem
642,hobyot_hote1245,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,hobyot
643,ik_ikkk1242,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,ik
644,khalkha_halh1238,BIPA_kh_u006Bu02B0,kʰ,,,,false,lapsyd,khalkha
645,themne_timn1235,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,themne
646,pechculmidialect_pech1241,BIPA_o_u00F5u02D0,õː,,,,false,lapsyd,pechculmidialect
647,sumu_maya1285,BIPA_u_u0075,u,,,,false,lapsyd,sumu
648,lelemi_lele1264,BIPA_n_u0272,ɲ,,,,false,lapsyd,lelemi
649,uyghurstandarddialectofurumqi_uigh1240,BIPA_y_u0079,y,,,,false,lapsyd,uyghurstandarddialectofurumqi
650,kunimaipa_kuni1267,BIPA_e_u0065,e,,,,false,lapsyd,kunimaipa
